Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
22.0,506.0,1762.38,1734.96,0.02,0.0,1580.76,27.41,26.29,1762.4,7.25,23.0,317.0,1760.07,1736.08,0.02,0.0,1581.92,23.98,23.12,1760.08,5.58,1.0454545454545454,0.6264822134387352,0.9986892724611036,1.0006455480241618,1.0,nan,1.0007338242364432,0.874863188617293,0.8794218333967289,0.9986836132546526,0.7696551724137931
22.0,80.0,1762.68,1696.51,0.02,0.0,1500.74,66.14,63.13,1762.7,2.35,35.0,286.0,1763.8,1335.86,0.03,0.01,1207.63,427.92,402.9,1763.82,5.16,1.5909090909090908,3.575,1.000635396101391,0.7874165197965234,1.5,nan,0.8046896864213655,6.469912307227094,6.382068747029938,1.0006353888920405,2.195744680851064
111.0,3577.0,1743.01,1422.84,0.22,0.14,1082.96,320.13,298.1,1743.02,40.77,118.0,694.0,1757.02,1547.24,0.13,0.07,1180.79,209.74,204.15,1757.03,28.46,1.063063063063063,0.1940173329605815,1.0080378196338518,1.0874307722583003,0.5909090909090909,0.5,1.0903357464726304,0.6551713366444882,0.6848373029184837,1.0080377735195236,0.6980623007113073
20.0,102.0,1758.38,1749.42,0.01,0.0,1600.51,8.95,8.45,1758.4,2.06,18.0,83.0,1766.11,1763.04,0.01,0.0,1649.62,3.06,2.98,1766.13,1.68,0.9,0.8137254901960784,1.0043960918572776,1.007785437459272,1.0,nan,1.0306839694847267,0.34189944134078215,0.3526627218934911,1.004396041856233,0.8155339805825242
8.0,nan,1792.87,1791.73,0.03,nan,1751.15,0.93,0.92,1792.9,0.4,8.0,nan,1793.37,1792.24,0.03,nan,1751.71,0.91,0.91,1793.39,0.41,1.0,nan,1.0002788824621975,1.0002846411010589,1.0,nan,1.0003197898523828,0.978494623655914,0.9891304347826086,1.000273300239835,1.025
14.0,52.0,6.63,4.0,0.03,0.0,2.97,2.61,2.59,6.66,0.0,15.0,66.0,2.5,1.7,0.03,0.0,1.39,0.78,0.77,2.52,0.0,1.0714285714285714,1.2692307692307692,0.3770739064856712,0.425,1.0,nan,0.46801346801346794,0.2988505747126437,0.2972972972972973,0.3783783783783784,nan
42.0,3745.0,781.01,547.43,0.04,0.02,491.21,233.56,225.34,781.02,3.88,42.0,3015.0,674.87,483.39,0.03,0.01,437.64,191.46,185.03,674.88,2.92,1.0,0.8050734312416555,0.8640990512285375,0.8830170067405879,0.75,0.5,0.890942773966328,0.8197465319404008,0.8211147599183456,0.8641007912729508,0.7525773195876289
5.0,nan,0.69,0.59,0.06,nan,0.55,0.04,0.04,0.71,0.0,5.0,nan,0.69,0.59,0.05,nan,0.55,0.04,0.04,0.72,0.0,1.0,nan,1.0,1.0,0.8333333333333334,nan,1.0,1.0,1.0,1.0140845070422535,nan
6.0,nan,9.27,9.16,0.04,nan,8.82,0.06,0.06,9.3,0.0,6.0,nan,9.27,9.16,0.04,nan,8.82,0.06,0.06,9.3,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
30.0,340.0,1763.49,1499.72,0.02,0.01,1354.89,263.75,248.5,1763.51,4.89,28.0,457.0,1768.15,1438.51,0.02,0.0,1296.13,329.64,312.21,1768.17,5.3,0.9333333333333333,1.3441176470588236,1.0026424873404443,0.9591857146667377,1.0,0.0,0.9566311656296821,1.2498199052132701,1.2563782696177062,1.0026424573719457,1.0838445807770962
9.0,nan,1788.56,1771.07,0.02,nan,1740.33,17.46,16.73,1788.58,0.66,9.0,nan,1789.05,1780.24,0.02,nan,1741.96,8.79,8.62,1789.07,0.7,1.0,nan,1.0002739634119069,1.0051776609620173,1.0,nan,1.0009366039774066,0.5034364261168384,0.5152420800956365,1.0002739603484327,1.0606060606060606
28.0,337.0,1764.62,1582.08,0.02,0.0,1370.88,182.53,174.59,1764.64,6.61,22.0,350.0,1764.46,1635.11,0.01,0.0,1462.93,129.32,121.65,1764.47,5.24,0.7857142857142857,1.0385756676557865,0.9999093289206742,1.033519164644013,0.5,nan,1.0671466503267975,0.7084862762285651,0.6967753021364339,0.9999036630700879,0.7927382753403933
19.0,137.0,1769.9,1634.33,0.01,0.0,1530.21,135.56,126.62,1769.92,1.99,28.0,360.0,1762.52,1549.1,0.02,0.0,1401.71,213.41,201.69,1762.53,5.02,1.4736842105263157,2.627737226277372,0.9958302728967737,0.9478501893742389,2.0,nan,0.9160245979310029,1.574284449690174,1.592876322855789,0.9958246700415837,2.5226130653266328
13.0,1.0,1789.02,1723.61,0.02,0.0,1671.55,65.37,63.65,1789.04,1.18,13.0,1.0,1782.53,1715.92,0.02,nan,1663.15,66.57,64.83,1782.55,1.17,1.0,1.0,0.9963723155694179,0.9955384338684506,1.0,nan,0.9949747240585086,1.0183570445158328,1.0185388845247447,0.9963723561239547,0.9915254237288136
26.0,125.0,1760.83,1715.88,0.02,0.0,1559.72,44.93,42.09,1760.85,2.41,28.0,125.0,1757.86,1642.21,0.02,0.0,1415.93,115.63,106.26,1757.87,2.41,1.0769230769230769,1.0,0.9983132954345394,0.957065762174511,1.0,nan,0.9078103762213731,2.573558869352326,2.5245901639344264,0.9983076355169378,1.0
7.0,nan,1793.35,1788.35,0.03,nan,1758.59,4.62,4.55,1793.38,0.4,7.0,nan,1793.59,1788.56,0.03,nan,1758.79,4.65,4.58,1793.61,0.39,1.0,nan,1.0001338277525302,1.000117426678223,1.0,nan,1.000113727474852,1.0064935064935066,1.0065934065934066,1.0001282494507577,0.975
19.0,230.0,228.21,199.78,0.09,nan,190.72,28.32,28.28,228.25,0.06,22.0,267.0,245.48,208.77,0.09,nan,200.28,36.6,36.55,245.51,0.07,1.1578947368421053,1.1608695652173913,1.0756759125366986,1.0449994994493943,1.0,nan,1.0501258389261745,1.2923728813559323,1.2924328147100423,1.075618838992333,1.1666666666666667
6.0,nan,8.39,8.34,0.02,nan,8.12,0.03,0.03,8.42,0.0,6.0,nan,8.48,8.41,0.02,nan,8.2,0.04,0.04,8.5,0.0,1.0,nan,1.0107270560190702,1.0083932853717026,1.0,nan,1.0098522167487685,1.3333333333333335,1.3333333333333335,1.009501187648456,nan
8.0,nan,0.24,0.15,0.03,nan,0.11,0.06,0.06,0.26,0.0,8.0,nan,0.24,0.15,0.02,nan,0.11,0.06,0.06,0.26,0.0,1.0,nan,1.0,1.0,0.6666666666666667,nan,1.0,1.0,1.0,1.0,nan
29.0,209.0,79.42,47.5,0.05,0.0,39.76,31.87,31.8,79.44,0.04,26.0,138.0,29.09,15.78,0.04,0.0,13.67,13.26,13.2,29.11,0.02,0.896551724137931,0.6602870813397129,0.3662805338705616,0.33221052631578946,0.7999999999999999,nan,0.3438128772635815,0.4160652651396297,0.4150943396226415,0.3664400805639476,0.5
22.0,92.0,1767.25,1564.96,0.02,0.0,1450.97,202.28,191.42,1767.27,2.76,22.0,91.0,1766.69,1607.84,0.02,0.0,1507.71,158.84,149.39,1766.71,2.62,1.0,0.9891304347826086,0.9996831234969585,1.0274000613434209,1.0,nan,1.0391048746700484,0.7852481708522839,0.7804304670358374,0.9996831270830151,0.9492753623188407
35.0,nan,1775.81,1629.93,0.02,nan,1481.32,145.79,142.09,1775.82,3.73,31.0,nan,1775.33,1649.75,0.02,nan,1516.52,125.55,122.39,1775.35,3.43,0.8857142857142857,nan,0.9997297008125869,1.012160031412392,1.0,nan,1.0237625901223233,0.861170176280952,0.8613554789218101,0.9997353335360566,0.9195710455764076
8.0,nan,1795.81,1790.58,0.05,nan,1749.27,4.51,4.48,1795.85,0.27,8.0,nan,1795.86,1790.62,0.05,nan,1748.1,4.51,4.48,1795.9,0.28,1.0,nan,1.000027842589138,1.0000223391303376,1.0,nan,0.9993311495652472,1.0,1.0,1.000027841968984,1.037037037037037
10.0,nan,1790.49,1769.19,0.02,nan,1730.09,21.24,20.68,1790.51,0.8,10.0,nan,1790.13,1768.88,0.02,nan,1727.12,21.19,20.62,1790.15,0.81,1.0,nan,0.9997989377209591,0.9998247785709845,1.0,nan,0.9982833263009439,0.9976459510357817,0.9970986460348163,0.9997989399668251,1.0125
15.0,107.0,86.55,80.2,0.02,0.0,72.64,6.33,6.19,86.57,0.19,11.0,107.0,108.71,105.68,0.01,0.0,95.23,3.01,2.96,108.73,0.2,0.7333333333333333,1.0,1.2560369728480647,1.317705735660848,0.5,nan,1.3109856828193833,0.47551342812006314,0.47819063004846524,1.2559778214161952,1.0526315789473684
10.0,6.0,1793.87,1778.39,0.02,nan,1750.31,15.39,14.99,1793.9,0.47,10.0,6.0,1793.62,1778.16,0.02,nan,1750.55,15.37,14.98,1793.64,0.45,1.0,1.0,0.9998606365009728,0.9998706695381778,1.0,nan,1.000137118567568,0.9987004548408056,0.999332888592395,0.9998550643848598,0.9574468085106383
10.0,nan,1788.42,1763.66,0.02,nan,1717.34,24.71,23.98,1788.44,0.87,10.0,nan,1787.81,1763.16,0.02,nan,1721.14,24.59,23.88,1787.83,0.84,1.0,nan,0.9996589168092506,0.9997164986448636,1.0,nan,1.0022127243294865,0.9951436665317684,0.9958298582151792,0.9996589206235601,0.9655172413793103
11.0,nan,1787.96,1754.2,0.02,nan,1693.62,33.71,32.18,1787.99,0.77,11.0,nan,1787.92,1754.73,0.02,nan,1694.02,33.14,31.64,1787.94,0.77,1.0,nan,0.9999776281348576,1.0003021320259948,1.0,nan,1.0002361804891298,0.9830910708988431,0.983219390926041,0.9999720356377833,1.0
18.0,146.0,1769.33,1646.31,0.01,0.0,1505.6,123.01,114.13,1769.35,1.96,19.0,138.0,1768.39,1623.26,0.01,0.0,1483.84,145.12,137.25,1768.4,2.64,1.0555555555555556,0.9452054794520548,0.9994687254497466,0.9859989916844337,1.0,nan,0.9855472901168969,1.1797414844321599,1.2025760098133709,0.9994630796620229,1.3469387755102042
4.0,nan,1.11,1.07,0.02,nan,1.05,0.01,0.01,1.13,0.0,4.0,nan,1.11,1.07,0.02,nan,1.05,0.01,0.01,1.12,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9911504424778763,nan
5.0,nan,0.05,0.05,0.0,nan,0.03,0.0,0.0,0.06,0.0,5.0,nan,0.06,0.06,0.0,nan,0.04,0.0,0.0,0.07,0.0,1.0,nan,1.2,1.2,nan,nan,1.3333333333333335,nan,nan,1.1666666666666667,nan
16.0,197.0,4.7,4.11,0.01,0.0,3.38,0.58,0.56,4.71,0.05,14.0,190.0,3.52,3.0,0.01,0.0,2.46,0.52,0.5,3.53,0.03,0.875,0.9644670050761421,0.7489361702127659,0.7299270072992701,1.0,nan,0.727810650887574,0.8965517241379312,0.8928571428571428,0.7494692144373672,0.6
18.0,3008.0,343.97,269.36,0.01,nan,260.36,74.6,71.99,343.98,0.42,18.0,2999.0,341.88,267.16,0.01,nan,258.99,74.71,72.11,341.89,0.41,1.0,0.9970079787234043,0.9939238887112247,0.9918324918324919,1.0,nan,0.9947380550007682,1.0014745308310993,1.001666898180303,0.9939240653526367,0.9761904761904762
16.0,20.0,1757.21,1693.92,0.02,0.0,1512.48,63.27,57.77,1757.22,1.41,16.0,20.0,1757.16,1694.01,0.01,0.0,1511.95,63.13,57.66,1757.18,1.41,1.0,1.0,0.9999715458027214,1.0000531311986398,0.5,nan,0.999649582143235,0.9977872609451557,0.9980958975246667,0.999977236771719,1.0
6.0,nan,3.57,3.56,0.0,nan,3.19,0.0,0.0,3.58,0.01,6.0,nan,3.58,3.58,0.0,nan,3.2,0.0,0.0,3.59,0.01,1.0,nan,1.0028011204481793,1.0056179775280898,nan,nan,1.0031347962382446,nan,nan,1.0027932960893855,1.0
14.0,438.0,30.53,25.31,0.01,nan,24.43,5.21,5.16,30.54,0.04,14.0,438.0,30.59,25.37,0.01,nan,24.49,5.21,5.15,30.61,0.04,1.0,1.0,1.0019652800524075,1.0023706045041487,1.0,nan,1.0024559967253377,1.0,0.998062015503876,1.0022920759659464,1.0
4.0,nan,1.43,1.39,0.02,nan,1.36,0.02,0.02,1.45,0.0,4.0,nan,1.43,1.39,0.02,nan,1.36,0.02,0.02,1.45,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
9.0,11.0,66.66,65.24,0.02,0.0,57.41,1.4,1.36,66.67,0.07,9.0,11.0,66.93,65.51,0.02,0.0,57.58,1.4,1.36,66.95,0.07,1.0,1.0,1.0040504050405041,1.0041385652973638,1.0,nan,1.0029611565929282,1.0,1.0,1.0041997900104995,1.0
7.0,1.0,0.16,0.14,0.0,0.0,0.11,0.01,0.01,0.17,0.0,7.0,1.0,0.16,0.14,0.0,0.0,0.11,0.01,0.01,0.17,0.0,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,nan
4.0,nan,1789.75,1789.68,0.02,nan,1739.67,0.03,0.03,1789.77,0.25,4.0,nan,1789.89,1789.82,0.02,nan,1741.24,0.03,0.03,1789.91,0.25,1.0,nan,1.000078223215533,1.0000782262750882,1.0,nan,1.0009024700086797,1.0,1.0,1.0000782223414182,1.0
4.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,4.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,0.0,nan,nan,nan,nan,nan,1.0,nan
59.0,74.0,1773.47,789.97,0.03,0.0,684.58,983.46,944.79,1773.48,6.56,62.0,58.0,1772.91,819.37,0.03,0.0,705.8,953.51,917.8,1772.92,7.06,1.0508474576271187,0.7837837837837838,0.9996842348615991,1.0372166031621455,1.0,nan,1.0309971077156797,0.9695462957313973,0.9714328051736365,0.9996842366420823,1.076219512195122
9.0,99.0,2.63,2.5,0.0,0.0,2.04,0.12,0.12,2.64,0.02,9.0,99.0,3.48,3.34,0.0,0.0,2.75,0.13,0.13,3.49,0.02,1.0,1.0,1.3231939163498099,1.3359999999999999,nan,nan,1.3480392156862744,1.0833333333333335,1.0833333333333335,1.321969696969697,1.0
8.0,60.0,9.83,9.71,0.0,nan,8.81,0.12,0.11,9.85,0.03,8.0,60.0,9.83,9.72,0.0,nan,8.82,0.11,0.11,9.84,0.03,1.0,1.0,1.0,1.0010298661174046,nan,nan,1.0011350737797957,0.9166666666666667,1.0,0.9989847715736041,1.0
4.0,nan,0.08,0.06,0.01,nan,0.06,0.01,0.01,0.09,0.0,4.0,nan,0.08,0.06,0.01,nan,0.06,0.01,0.01,0.09,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
16.0,254.0,5.69,4.83,0.01,0.0,4.04,0.85,0.82,5.7,0.06,15.0,262.0,5.53,4.68,0.01,0.0,3.92,0.84,0.81,5.54,0.06,0.9375,1.031496062992126,0.9718804920913884,0.9689440993788819,1.0,nan,0.9702970297029703,0.9882352941176471,0.9878048780487806,0.9719298245614035,1.0
5.0,nan,1785.66,1757.29,0.02,nan,1693.83,28.35,25.86,1785.68,0.26,5.0,nan,1785.86,1757.43,0.02,nan,1696.23,28.41,25.87,1785.88,0.26,1.0,nan,1.0001120034049034,1.000079668125352,1.0,nan,1.0014169072457095,1.002116402116402,1.000386697602475,1.0001120021504413,1.0
12.0,10.0,76.29,73.12,0.02,0.0,64.49,3.15,3.09,76.3,0.09,12.0,10.0,76.12,72.96,0.01,0.0,64.35,3.14,3.08,76.14,0.09,1.0,1.0,0.9977716607681216,0.99781181619256,0.5,nan,0.9978291207939215,0.996825396825397,0.9967637540453075,0.997903014416776,1.0
18.0,1022.0,718.11,666.11,0.02,0.01,612.86,51.99,48.69,718.12,4.49,18.0,1022.0,721.76,669.72,0.02,0.01,614.18,52.03,48.73,721.77,4.53,1.0,1.0,1.0050827867596885,1.0054195253036287,1.0,1.0,1.002153836112652,1.0007693787266783,1.0008215239268843,1.005082715980616,1.0089086859688197
7.0,nan,106.39,106.38,0.0,nan,98.59,0.0,0.0,106.4,0.11,7.0,nan,106.12,106.11,0.0,nan,98.36,0.0,0.0,106.13,0.11,1.0,nan,0.9974621674969453,0.9974619289340102,nan,nan,0.9976671061973831,nan,nan,0.9974624060150376,1.0
62.0,5052.0,362.0,150.99,0.03,0.01,127.1,210.99,193.28,362.01,1.72,64.0,5553.0,395.33,149.15,0.03,0.01,125.6,246.15,225.33,395.35,1.85,1.032258064516129,1.0991686460807601,1.0920718232044198,0.9878137625008279,1.0,1.0,0.988198269079465,1.1666429688610835,1.1658216059602649,1.0920969034004586,1.0755813953488373
7.0,nan,46.07,46.06,0.0,nan,42.29,0.01,0.0,46.08,0.05,7.0,nan,45.77,45.76,0.0,nan,42.06,0.01,0.01,45.78,0.05,1.0,nan,0.9934881701758195,0.9934867564046894,nan,nan,0.9945613620241193,1.0,nan,0.9934895833333334,1.0
9.0,5.0,1.41,1.21,0.01,0.0,1.0,0.19,0.18,1.43,0.0,9.0,5.0,1.41,1.21,0.01,0.0,1.0,0.19,0.18,1.42,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.993006993006993,nan
30.0,nan,1783.0,1355.32,0.02,nan,1313.78,427.66,416.42,1783.01,2.72,31.0,nan,1782.99,1328.48,0.02,nan,1288.87,454.49,442.24,1783.01,2.64,1.0333333333333334,nan,0.9999943914750421,0.980196558746274,1.0,nan,0.9810394434380185,1.0627367534957677,1.0620047067864176,1.0,0.9705882352941176
13.0,25.0,1763.96,1710.37,0.02,0.0,1509.27,53.55,49.81,1763.97,1.36,13.0,25.0,1764.1,1710.81,0.02,0.0,1510.33,53.26,49.6,1764.12,1.35,1.0,1.0,1.0000793668790675,1.0002572542783141,1.0,nan,1.0007023262901933,0.9945845004668534,0.9957839791206585,1.0000850354597866,0.9926470588235294
10.0,98.0,1.32,1.24,0.0,0.0,1.0,0.08,0.08,1.33,0.01,10.0,98.0,1.31,1.22,0.0,0.0,0.99,0.08,0.08,1.32,0.01,1.0,1.0,0.9924242424242424,0.9838709677419355,nan,nan,0.99,1.0,1.0,0.9924812030075187,1.0
42.0,1635.0,114.16,87.47,0.04,0.02,76.91,26.67,25.84,114.17,1.33,42.0,1728.0,124.71,94.0,0.05,0.02,82.85,30.7,29.64,124.73,1.55,1.0,1.0568807339449542,1.0924141555711282,1.0746541671430205,1.25,1.0,1.0772331296320374,1.1511061117360328,1.1470588235294117,1.0924936498204432,1.1654135338345863
10.0,63.0,1.27,1.18,0.0,0.0,0.94,0.08,0.08,1.28,0.01,10.0,63.0,1.29,1.2,0.0,0.0,0.96,0.09,0.08,1.31,0.01,1.0,1.0,1.015748031496063,1.0169491525423728,nan,nan,1.0212765957446808,1.125,1.0,1.0234375,1.0
8.0,1.0,1799.36,1797.77,0.01,nan,1783.08,1.57,1.56,1799.37,0.07,8.0,1.0,1799.24,1797.65,0.01,nan,1783.13,1.56,1.55,1799.26,0.07,1.0,1.0,0.9999333096211988,0.9999332506382909,1.0,nan,1.000028041366624,0.9936305732484076,0.9935897435897436,0.9999388674925114,1.0
5.0,nan,1796.16,1795.96,0.07,nan,1752.94,0.12,0.12,1796.2,0.18,5.0,nan,1796.15,1795.96,0.07,nan,1753.25,0.12,0.12,1796.19,0.18,1.0,nan,0.9999944325672546,1.0,1.0,nan,1.0001768457562723,1.0,1.0,0.9999944326912371,1.0
5.0,nan,1800.02,1799.91,0.02,nan,1799.41,0.07,0.07,1800.05,0.0,5.0,nan,1799.97,1799.87,0.02,nan,1799.38,0.06,0.06,1800.0,0.0,1.0,nan,0.9999722225308608,0.999977776666611,1.0,nan,0.9999833278685791,0.857142857142857,0.857142857142857,0.9999722229938057,nan
7.0,1.0,3.67,3.38,0.06,nan,3.27,0.23,0.22,3.71,0.0,7.0,1.0,3.68,3.38,0.06,nan,3.27,0.23,0.22,3.71,0.0,1.0,1.0,1.0027247956403271,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
7.0,3.0,1.72,1.6,0.03,nan,1.27,0.09,0.09,1.74,0.0,7.0,3.0,1.73,1.61,0.03,nan,1.27,0.09,0.09,1.75,0.0,1.0,1.0,1.005813953488372,1.00625,1.0,nan,1.0,1.0,1.0,1.0057471264367817,nan
4.0,nan,0.08,0.07,0.01,nan,0.06,0.01,0.01,0.1,0.0,4.0,nan,0.08,0.07,0.01,nan,0.06,0.01,0.01,0.1,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
8.0,26.0,7.69,7.39,0.03,0.0,6.22,0.27,0.26,7.71,0.0,8.0,26.0,7.7,7.38,0.03,0.0,6.22,0.28,0.27,7.72,0.0,1.0,1.0,1.001300390117035,0.9986468200270636,1.0,nan,1.0,1.037037037037037,1.0384615384615385,1.0012970168612192,nan
4.0,nan,0.21,0.16,0.03,nan,0.14,0.02,0.02,0.23,0.0,4.0,nan,0.21,0.16,0.03,nan,0.14,0.02,0.02,0.23,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
14.0,244.0,48.93,41.44,0.06,0.0,35.24,7.42,7.35,48.97,0.03,14.0,244.0,48.73,41.24,0.06,0.0,35.15,7.42,7.34,48.76,0.03,1.0,1.0,0.9959125281013692,0.9951737451737452,1.0,nan,0.9974460839954596,1.0,0.998639455782313,0.9957116602001225,1.0
12.0,270.0,26.07,22.23,0.05,0.0,18.98,3.79,3.76,26.1,0.02,12.0,270.0,26.08,22.27,0.05,0.0,19.02,3.76,3.72,26.11,0.02,1.0,1.0,1.0003835826620635,1.0017993702204229,1.0,nan,1.0021074815595363,0.992084432717678,0.9893617021276597,1.000383141762452,1.0
14.0,1063.0,1796.27,1669.33,0.07,0.0,1618.83,126.84,126.0,1796.3,4.49,14.0,1063.0,1796.49,1659.45,0.07,0.01,1610.01,136.95,136.13,1796.53,4.48,1.0,1.0,1.000122476019752,0.9940814578303871,1.0,nan,0.9945516206148886,1.0797067171239356,1.0803968253968255,1.0001280409731115,0.9977728285077951
15.0,311.0,82.04,73.42,0.01,0.0,72.32,8.61,8.57,82.06,0.11,15.0,311.0,82.11,73.49,0.01,0.0,72.39,8.61,8.56,82.12,0.11,1.0,1.0,1.000853242320819,1.0009534186870062,1.0,nan,1.0009679203539823,1.0,0.9988331388564761,1.0007311723129417,1.0
19.0,934.0,78.58,67.8,0.02,0.0,62.49,10.77,10.61,78.6,0.22,19.0,932.0,78.94,68.19,0.02,0.01,62.86,10.74,10.58,78.96,0.22,1.0,0.9978586723768736,1.004581318401629,1.0057522123893805,1.0,nan,1.0059209473515762,0.9972144846796658,0.997172478793591,1.0045801526717557,1.0
4.0,nan,0.1,0.05,0.03,nan,0.04,0.02,0.02,0.12,0.0,4.0,nan,0.1,0.05,0.03,nan,0.04,0.02,0.02,0.13,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0833333333333335,nan
11.0,211.0,30.64,28.73,0.06,0.0,23.97,1.84,1.83,30.67,0.01,11.0,210.0,30.5,28.61,0.05,0.0,23.89,1.83,1.82,30.53,0.01,1.0,0.995260663507109,0.9954308093994778,0.9958231813435433,0.8333333333333334,nan,0.9966624947851481,0.9945652173913043,0.994535519125683,0.9954352787740463,1.0
5.0,nan,25.5,25.36,0.07,nan,24.67,0.07,0.07,25.55,0.0,5.0,nan,25.41,25.26,0.07,nan,24.61,0.07,0.07,25.44,0.0,1.0,nan,0.9964705882352941,0.996056782334385,1.0,nan,0.9975678962302391,1.0,1.0,0.9956947162426615,nan
8.0,83.0,38.94,38.13,0.06,0.0,31.57,0.75,0.73,38.98,0.02,8.0,83.0,18.63,17.83,0.05,0.0,14.78,0.74,0.72,18.66,0.01,1.0,1.0,0.47842835130970723,0.4676108051403094,0.8333333333333334,nan,0.4681659803611023,0.9866666666666667,0.9863013698630136,0.4787070292457671,0.5
6.0,2.0,5.05,4.9,0.05,nan,4.68,0.09,0.08,5.08,0.0,6.0,2.0,5.06,4.91,0.05,nan,4.68,0.09,0.08,5.08,0.0,1.0,1.0,1.001980198019802,1.0020408163265306,1.0,nan,1.0,1.0,1.0,1.0,nan
9.0,80.0,20.79,20.04,0.05,0.0,17.0,0.7,0.69,20.82,0.01,9.0,80.0,40.76,40.04,0.04,0.0,34.18,0.66,0.65,40.78,0.02,1.0,1.0,1.9605579605579606,1.998003992015968,0.7999999999999999,nan,2.010588235294118,0.942857142857143,0.9420289855072465,1.9586935638808838,2.0
5.0,nan,0.67,0.6,0.03,nan,0.57,0.04,0.04,0.69,0.0,5.0,nan,0.67,0.6,0.03,nan,0.57,0.04,0.04,0.69,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
17.0,1133.0,732.42,637.63,0.06,0.01,619.49,94.71,94.31,732.45,1.24,17.0,1126.0,728.24,628.18,0.06,0.01,609.87,99.97,99.55,728.27,1.22,1.0,0.9938217122683142,0.9942928920564704,0.9851794928093094,1.0,1.0,0.9844710971928522,1.0555379579769824,1.0555614462941363,0.9942931258106354,0.9838709677419355
8.0,26.0,7.83,7.52,0.03,0.0,6.29,0.28,0.27,7.85,0.0,8.0,26.0,7.75,7.44,0.03,0.0,6.24,0.27,0.26,7.77,0.0,1.0,1.0,0.9897828863346104,0.9893617021276597,1.0,nan,0.9920508744038156,0.9642857142857143,0.9629629629629629,0.9898089171974522,nan
5.0,nan,1796.24,1796.04,0.07,nan,1753.32,0.12,0.12,1796.28,0.18,5.0,nan,1795.89,1795.69,0.07,nan,1751.25,0.12,0.12,1795.93,0.18,1.0,nan,0.9998051485324901,0.9998051268345917,1.0,nan,0.9988193826569024,1.0,1.0,0.99980515287149,1.0
22.0,284.0,9.24,8.09,0.01,0.0,7.0,1.15,1.11,9.25,0.04,24.0,262.0,8.65,7.15,0.01,0.0,6.14,1.5,1.47,8.67,0.04,1.0909090909090908,0.9225352112676056,0.9361471861471862,0.8838071693448702,1.0,nan,0.8771428571428571,1.3043478260869565,1.3243243243243241,0.9372972972972973,1.0
15.0,8.0,43.22,41.79,0.01,0.0,37.06,1.42,1.38,43.24,0.04,15.0,8.0,43.04,41.61,0.01,0.0,36.91,1.42,1.38,43.05,0.04,1.0,1.0,0.995835261453031,0.9956927494615937,1.0,nan,0.9959525094441445,1.0,1.0,0.9956059204440332,1.0
5.0,nan,10.1,9.97,0.06,nan,9.63,0.06,0.06,10.14,0.0,5.0,nan,10.11,9.98,0.06,nan,9.64,0.06,0.06,10.14,0.0,1.0,nan,1.000990099009901,1.0010030090270812,1.0,nan,1.0010384215991692,1.0,1.0,1.0,nan
9.0,24.0,1771.06,1746.71,0.01,0.0,1532.65,24.34,22.22,1771.08,0.63,9.0,24.0,1770.95,1746.62,0.01,0.0,1527.28,24.32,22.22,1770.97,0.65,1.0,1.0,0.9999378903029824,0.9999484745607455,1.0,nan,0.9964962646396763,0.9991783073130649,1.0,0.9999378910043589,1.0317460317460319
12.0,270.0,26.13,22.28,0.05,0.0,19.02,3.79,3.76,26.15,0.02,12.0,270.0,26.14,22.3,0.05,0.0,19.03,3.78,3.75,26.16,0.02,1.0,1.0,1.0003827018752391,1.0008976660682225,1.0,nan,1.0005257623554153,0.9973614775725593,0.9973404255319149,1.0003824091778204,1.0
17.0,1133.0,732.4,638.09,0.07,0.01,619.63,94.22,93.83,732.43,1.23,17.0,1126.0,723.17,623.49,0.06,0.01,605.69,99.59,99.17,723.2,1.21,1.0,0.9938217122683142,0.9873975969415619,0.9771192151577364,0.857142857142857,1.0,0.9775027032261189,1.0569942687327532,1.056911435574976,0.9873981131302652,0.983739837398374
