Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
14.0,1063.0,1796.03,1660.42,0.07,0.01,1611.26,135.51,134.68,1796.07,4.48,14.0,1063.0,1796.26,1656.36,0.07,0.01,1607.27,139.81,138.96,1796.29,4.52,1.0,1.0,1.0001280602217113,0.9975548355235422,1.0,1.0,0.9975236771222521,1.0317319754999632,1.0317790317790319,1.0001224896579755,1.0089285714285712
7.0,nan,12.15,11.92,0.05,nan,11.4,0.17,0.17,12.18,0.0,7.0,nan,12.1,11.88,0.05,nan,11.39,0.17,0.17,12.13,0.0,1.0,nan,0.9958847736625513,0.9966442953020135,1.0,nan,0.9991228070175439,1.0,1.0,0.9958949096880132,nan
12.0,100.0,18.47,17.5,0.05,0.0,14.66,0.92,0.89,18.5,0.01,12.0,100.0,18.5,17.53,0.05,0.0,14.67,0.92,0.9,18.53,0.01,1.0,1.0,1.0016242555495398,1.0017142857142858,1.0,nan,1.000682128240109,1.0,1.0112359550561798,1.0016216216216216,1.0
14.0,244.0,48.99,41.51,0.06,0.0,35.24,7.41,7.33,49.03,0.03,14.0,244.0,49.0,41.5,0.06,0.0,35.25,7.43,7.35,49.03,0.04,1.0,1.0,1.0002041232904675,0.9997590941941701,1.0,nan,1.0002837684449488,1.0026990553306343,1.0027285129604364,1.0,1.3333333333333335
4.0,nan,0.16,0.11,0.03,nan,0.1,0.01,0.01,0.18,0.0,4.0,nan,0.15,0.11,0.02,nan,0.1,0.02,0.02,0.18,0.0,1.0,nan,0.9375,1.0,0.6666666666666667,nan,1.0,2.0,2.0,1.0,nan
5.0,nan,0.66,0.59,0.03,nan,0.57,0.04,0.04,0.68,0.0,5.0,nan,0.66,0.59,0.03,nan,0.57,0.04,0.04,0.68,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
22.0,862.0,1795.27,1761.4,0.13,0.01,1604.32,33.64,33.37,1795.36,2.13,18.0,912.0,1795.23,1765.64,0.12,0.01,1635.55,29.44,29.16,1795.31,2.49,0.8181818181818182,1.0580046403712298,0.9999777192288626,1.0024071761099125,0.923076923076923,1.0,1.0194661912835346,0.8751486325802617,0.8738387773449207,0.9999721504322253,1.1690140845070425
12.0,209.0,1059.88,1046.68,0.09,0.0,1041.93,12.96,12.84,1059.93,0.67,12.0,209.0,1048.73,1035.61,0.09,0.0,1031.1,12.88,12.76,1048.78,0.67,1.0,1.0,0.9894799411254104,0.9894237016088966,1.0,nan,0.9896058276467707,0.9938271604938271,0.9937694704049844,0.9894804373873746,1.0
6.0,nan,1797.95,1796.05,0.12,nan,1783.66,1.65,1.65,1798.02,0.11,6.0,nan,1798.36,1796.46,0.12,nan,1783.95,1.65,1.65,1798.42,0.11,1.0,nan,1.000228037487138,1.0002282787227528,1.0,nan,1.000162587040131,1.0,1.0,1.0002224669358517,1.0
10.0,22.0,338.92,336.71,0.04,0.0,310.23,2.15,2.14,338.95,0.13,10.0,22.0,340.94,338.73,0.04,0.0,311.43,2.15,2.14,340.97,0.13,1.0,1.0,1.005960108580196,1.0059992278221617,1.0,nan,1.0038680978628758,1.0,1.0,1.0059595810591533,1.0
31.0,1712.0,1787.69,1580.92,0.05,0.01,1433.54,206.73,203.21,1787.71,9.61,26.0,770.0,1784.28,1771.22,0.04,0.0,1534.44,13.01,12.93,1784.3,8.72,0.8387096774193549,0.4497663551401869,0.998092510446442,1.1203729473977178,0.7999999999999999,0.0,1.070385200273449,0.06293232719005466,0.06362875842724275,0.9980925317864754,0.90738813735692
17.0,540.0,1792.48,1784.03,0.05,0.0,1702.59,8.39,8.3,1792.52,8.24,22.0,674.0,1789.27,1759.72,0.05,0.01,1625.85,29.47,29.13,1789.31,5.12,1.2941176470588236,1.2481481481481482,0.9982091850397214,0.9863735475300304,1.0,nan,0.9549274928197629,3.512514898688915,3.509638554216867,0.9982092250016736,0.6213592233009708
20.0,539.0,1792.17,1776.22,0.07,0.01,1647.79,15.86,15.72,1792.22,2.86,20.0,538.0,1792.03,1776.63,0.07,0.01,1667.79,15.3,15.13,1792.07,2.94,1.0,0.9981447124304267,0.9999218824107088,1.0002308272623888,1.0,1.0,1.012137468973595,0.9646910466582599,0.962468193384224,0.9999163049179229,1.027972027972028
30.0,191.0,1792.5,1748.53,0.05,0.0,1626.02,43.9,43.63,1792.54,2.56,22.0,134.0,156.33,149.03,0.04,0.0,137.63,7.23,7.12,156.36,0.13,0.7333333333333333,0.7015706806282722,0.08721338912133891,0.0852315945394131,0.7999999999999999,nan,0.08464225532281276,0.16469248291571756,0.1631904652761861,0.0872281790085577,0.05078125
23.0,360.0,1794.39,1766.86,0.07,0.0,1658.04,27.42,27.2,1794.43,2.91,21.0,180.0,1791.91,1784.58,0.06,0.0,1652.22,7.24,7.15,1791.96,1.4,0.9130434782608695,0.5,0.9986179147231092,1.010029091156062,0.857142857142857,nan,0.9964898313671564,0.26404084609773887,0.26286764705882354,0.9986235183317265,0.4810996563573883
6.0,nan,1798.25,1794.56,0.12,nan,1784.4,3.42,3.41,1798.32,0.09,6.0,nan,1798.14,1794.49,0.12,nan,1783.95,3.4,3.39,1798.21,0.09,1.0,nan,0.9999388294174892,0.9999609932239658,1.0,nan,0.999747814391392,0.9941520467836257,0.9941348973607038,0.9999388317985676,1.0
5.0,nan,11.44,11.35,0.03,nan,11.15,0.04,0.04,11.47,0.0,5.0,nan,11.47,11.37,0.03,nan,11.18,0.04,0.04,11.5,0.0,1.0,nan,1.0026223776223777,1.001762114537445,1.0,nan,1.0026905829596413,1.0,1.0,1.002615518744551,nan
17.0,70.0,18.05,17.24,0.02,0.0,15.68,0.78,0.76,18.07,0.03,14.0,70.0,8.96,8.74,0.02,0.0,7.73,0.2,0.2,8.98,0.01,0.8235294117647058,1.0,0.496398891966759,0.5069605568445477,1.0,nan,0.49298469387755106,0.25641025641025644,0.2631578947368421,0.496956281128943,0.33333333333333337
21.0,95.0,148.03,144.31,0.05,0.0,136.61,3.67,3.62,148.07,0.09,16.0,66.0,10.02,9.31,0.05,0.0,8.41,0.66,0.65,10.06,0.01,0.7619047619047619,0.6947368421052632,0.06768898196311558,0.06451389370106023,1.0,nan,0.06156211111924456,0.1798365122615804,0.17955801104972377,0.06794083879246303,0.11111111111111112
23.0,96.0,1793.74,1754.27,0.05,0.0,1553.2,39.38,39.25,1793.77,1.09,23.0,96.0,1793.51,1753.97,0.05,0.0,1550.69,39.44,39.31,1793.53,1.09,1.0,1.0,0.9998717762886483,0.9998289886961529,1.0,nan,0.9983839814576358,1.0015236160487555,1.0015286624203823,0.9998662035823991,1.0
23.0,1232.0,1789.28,1737.91,0.06,0.01,1618.5,51.3,50.46,1789.32,6.67,23.0,1142.0,1791.24,1758.12,0.05,0.01,1654.0,33.05,32.66,1791.27,9.54,1.0,0.926948051948052,1.0010954126799607,1.011628910588005,0.8333333333333334,1.0,1.0219338894037688,0.6442495126705653,0.6472453428458184,1.0010897994768964,1.4302848575712144
8.0,3.0,1.96,1.63,0.05,nan,1.44,0.28,0.28,1.99,0.0,8.0,3.0,1.96,1.63,0.05,nan,1.44,0.27,0.27,1.99,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,0.9642857142857143,0.9642857142857143,1.0,nan
6.0,nan,1797.62,1795.32,0.08,nan,1779.47,2.14,2.13,1797.68,0.18,6.0,nan,1797.68,1795.38,0.08,nan,1779.66,2.14,2.13,1797.73,0.18,1.0,nan,1.0000333774657604,1.000033420225921,1.0,nan,1.0001067733651032,1.0,1.0,1.0000278136264518,1.0
12.0,255.0,1299.69,1286.32,0.09,0.0,1279.98,13.16,13.04,1299.74,0.58,12.0,258.0,1295.08,1282.31,0.09,0.0,1276.07,12.56,12.43,1295.13,0.58,1.0,1.011764705882353,0.996453000330848,0.996882579762423,1.0,nan,0.996945264769762,0.9544072948328268,0.9532208588957055,0.9964531367812025,1.0
5.0,nan,1800.37,1798.87,0.25,nan,1794.97,0.94,0.94,1800.5,0.05,5.0,nan,1798.87,1797.36,0.24,nan,1793.5,0.95,0.95,1799.0,0.05,1.0,nan,0.9991668379277593,0.9991605841444907,0.96,nan,0.9991810448085483,1.0106382978723405,1.0106382978723405,0.9991668980838656,1.0
15.0,45.0,1795.89,1794.65,0.06,0.0,1733.54,1.16,1.11,1795.94,0.56,19.0,475.0,1795.62,1770.07,0.06,0.01,1707.71,25.46,25.17,1795.67,3.94,1.2666666666666666,10.555555555555555,0.9998496567161684,0.9863037361045328,1.0,nan,0.9850998534790083,21.948275862068968,22.675675675675674,0.9998496609018118,7.035714285714285
8.0,nan,0.85,0.83,0.0,nan,0.75,0.01,0.01,0.87,0.0,8.0,nan,0.84,0.82,0.0,nan,0.74,0.01,0.01,0.85,0.0,1.0,nan,0.9882352941176471,0.9879518072289156,nan,nan,0.9866666666666667,1.0,1.0,0.9770114942528736,nan
26.0,978.0,1773.74,1719.51,0.03,0.01,1607.64,54.21,53.01,1773.77,16.17,37.0,2459.0,691.29,634.07,0.05,0.02,582.97,57.19,56.2,691.31,5.1,1.4230769230769231,2.514314928425358,0.389735812464059,0.36875039982320545,1.6666666666666667,2.0,0.3626247169764375,1.054971407489393,1.0601773250330127,0.38974049623119117,0.3153988868274582
22.0,264.0,1785.17,1781.77,0.02,0.0,1679.36,3.38,3.34,1785.19,5.4,20.0,137.0,1784.19,1782.29,0.02,0.0,1690.16,1.86,1.83,1784.21,3.32,0.9090909090909091,0.5189393939393939,0.9994510326747592,1.0002918446264109,1.0,nan,1.0064310213414636,0.5502958579881657,0.5479041916167665,0.999451038824999,0.6148148148148147
5.0,nan,1798.85,1797.53,0.25,nan,1792.83,0.74,0.74,1798.99,0.05,5.0,nan,1800.85,1799.52,0.26,nan,1794.82,0.74,0.74,1800.99,0.05,1.0,nan,1.0011118214414765,1.0011070747080717,1.04,nan,1.0011099769637948,1.0,1.0,1.0011117349179262,1.0
18.0,156.0,46.94,43.96,0.04,0.0,40.5,2.94,2.91,46.97,0.03,16.0,156.0,31.3,30.07,0.04,0.0,27.24,1.19,1.16,31.33,0.02,0.8888888888888888,1.0,0.6668086919471666,0.6840309372156506,1.0,nan,0.6725925925925925,0.40476190476190477,0.3986254295532646,0.6670215030870769,0.6666666666666667
6.0,nan,1797.49,1796.88,0.08,nan,1783.23,0.45,0.45,1797.55,0.18,6.0,nan,1797.81,1797.19,0.08,nan,1783.83,0.45,0.45,1797.86,0.18,1.0,nan,1.0001780260251796,1.0001725212590713,1.0,nan,1.000336468094413,1.0,1.0,1.0001724569553003,1.0
12.0,246.0,1235.49,1219.28,0.09,0.0,1214.06,15.95,15.76,1235.54,0.76,12.0,246.0,1238.47,1222.04,0.09,0.0,1216.75,16.18,15.99,1238.53,0.76,1.0,1.0,1.0024119984783366,1.0022636309953414,1.0,nan,1.0022157059782877,1.0144200626959248,1.0145939086294415,1.0024199944963337,1.0
21.0,77.0,1797.61,1790.88,0.12,0.0,1761.62,6.58,6.48,1797.69,0.74,19.0,72.0,1797.18,1792.98,0.12,0.0,1765.32,4.05,3.97,1797.27,0.63,0.9047619047619048,0.935064935064935,0.9997607934980336,1.0011726078799248,1.0,nan,1.0021003394602694,0.6155015197568389,0.6126543209876543,0.9997663668374414,0.8513513513513513
6.0,nan,0.05,0.04,0.01,nan,0.03,0.0,0.0,0.07,0.0,6.0,nan,0.06,0.04,0.01,nan,0.04,0.01,0.01,0.07,0.0,1.0,nan,1.2,1.0,1.0,nan,1.3333333333333335,nan,nan,1.0,nan
23.0,858.0,1746.93,1643.33,0.07,0.03,1626.71,103.46,102.54,1746.96,6.08,23.0,840.0,1707.06,1610.82,0.07,0.02,1596.05,96.11,95.24,1707.08,5.55,1.0,0.9790209790209791,0.9771771049784478,0.9802169984117615,1.0,0.6666666666666667,0.9811521414388551,0.928958051420839,0.9288082699434366,0.9771717726793973,0.912828947368421
6.0,nan,1797.77,1796.95,0.08,nan,1784.43,0.67,0.67,1797.83,0.19,6.0,nan,1798.06,1797.24,0.08,nan,1785.64,0.66,0.66,1798.11,0.19,1.0,nan,1.0001613109574639,1.0001613845682962,1.0,nan,1.00067808768066,0.9850746268656716,0.9850746268656716,1.0001557433127715,1.0
14.0,258.0,1782.44,1731.13,0.03,0.0,1524.73,51.27,50.14,1782.46,2.0,12.0,41.0,1781.39,1778.17,0.02,0.0,1530.04,3.19,3.18,1781.42,1.09,0.8571428571428571,0.15891472868217055,0.9994109198626602,1.0271730026052348,0.6666666666666667,nan,1.0034825838017223,0.0622196216110786,0.0634224172317511,0.9994165366964757,0.545
5.0,nan,1798.92,1797.19,0.26,nan,1790.55,1.09,1.09,1799.07,0.04,5.0,nan,1800.98,1799.27,0.24,nan,1792.66,1.08,1.08,1801.13,0.04,1.0,nan,1.0011451315233584,1.0011573623267433,0.923076923076923,nan,1.0011784088687834,0.9908256880733944,0.9908256880733944,1.0011450360464018,1.0
8.0,2.0,1.83,1.68,0.01,nan,1.43,0.14,0.14,1.85,0.0,8.0,2.0,2.5,2.33,0.02,nan,1.99,0.15,0.15,2.51,0.0,1.0,1.0,1.366120218579235,1.386904761904762,2.0,nan,1.3916083916083917,1.0714285714285714,1.0714285714285714,1.3567567567567567,nan
20.0,82.0,1796.74,1790.41,0.11,0.0,1706.07,6.16,5.92,1796.82,0.49,22.0,98.0,1796.81,1770.94,0.12,0.0,1684.96,25.67,25.42,1796.9,0.59,1.1,1.1951219512195121,1.0000389594487795,0.989125395859049,1.0909090909090908,nan,0.9876265334951086,4.167207792207792,4.293918918918919,1.0000445231019246,1.2040816326530612
6.0,nan,1798.08,1795.68,0.12,nan,1782.16,2.15,2.15,1798.15,0.1,6.0,nan,1798.11,1795.71,0.12,nan,1782.13,2.15,2.14,1798.18,0.1,1.0,nan,1.0000166844634277,1.0000167067628976,1.0,nan,0.9999831664945908,1.0,0.9953488372093025,1.00001668381392,1.0
18.0,98.0,72.82,70.45,0.05,0.0,65.67,2.32,2.28,72.86,0.03,18.0,82.0,12.17,10.99,0.04,0.0,9.78,1.13,1.1,12.21,0.01,1.0,0.8367346938775511,0.16712441636912936,0.15599716110716821,0.7999999999999999,nan,0.1489264504339881,0.4870689655172414,0.48245614035087725,0.16758166346417788,0.33333333333333337
24.0,755.0,1587.84,1483.61,0.09,0.04,1468.13,104.07,103.23,1587.87,5.04,24.0,767.0,1586.69,1482.83,0.08,0.04,1467.37,103.71,102.87,1586.71,5.06,1.0,1.0158940397350993,0.9992757456670698,0.9994742553636063,0.888888888888889,1.0,0.9994823346706353,0.9965407898529836,0.996512641673932,0.9992694616057991,1.003968253968254
5.0,nan,1799.3,1799.1,0.01,nan,1787.63,0.02,0.02,1799.31,0.03,5.0,nan,1799.24,1799.05,0.01,nan,1787.45,0.02,0.02,1799.26,0.03,1.0,nan,0.9999666536986607,0.9999722083263854,1.0,nan,0.9998993080223536,1.0,1.0,0.9999722115699907,1.0
51.0,5622.0,662.39,523.06,0.37,0.21,479.49,139.2,134.56,662.44,15.31,40.0,3396.0,379.37,297.93,0.19,0.06,272.85,81.32,79.67,379.43,6.13,0.7843137254901961,0.6040554962646745,0.5727290569000136,0.5695904867510421,0.5135135135135135,0.2857142857142857,0.5690421072389414,0.5841954022988506,0.592077883472057,0.5727764023911599,0.40039190071848463
24.0,356.0,16.07,11.74,0.09,0.0,10.66,4.24,4.2,16.1,0.06,21.0,326.0,15.82,11.63,0.09,0.0,10.56,4.11,4.07,15.86,0.06,0.875,0.9157303370786517,0.984443061605476,0.9906303236797275,1.0,nan,0.9906191369606004,0.9693396226415094,0.969047619047619,0.9850931677018633,1.0
12.0,nan,128.29,124.59,0.09,nan,121.8,3.55,3.55,128.34,0.02,12.0,nan,127.98,124.29,0.09,nan,121.49,3.54,3.54,128.02,0.02,1.0,nan,0.9975835996570271,0.9975921020948711,1.0,nan,0.9974548440065681,0.9971830985915494,0.9971830985915494,0.9975066230325698,1.0
8.0,1.0,16.56,15.31,0.22,nan,14.26,0.93,0.92,16.68,0.0,8.0,1.0,16.65,15.4,0.21,nan,14.35,0.93,0.93,16.76,0.0,1.0,1.0,1.0054347826086956,1.0058785107772696,0.9545454545454545,nan,1.0063113604488079,1.0,1.0108695652173914,1.0047961630695446,nan
15.0,84.0,1796.88,1658.39,0.14,0.0,1581.84,138.27,137.81,1796.96,0.27,17.0,84.0,1796.7,1621.51,0.14,0.0,1544.82,174.98,174.47,1796.77,0.23,1.1333333333333333,1.0,0.9998998263657005,0.9777615639264587,1.0,nan,0.9765968745258686,1.2654950459246401,1.2660184311733547,0.9998942658712492,0.8518518518518519
13.0,36.0,1764.68,1763.16,0.01,0.0,1551.31,1.5,1.49,1764.7,1.95,22.0,477.0,1765.13,1754.44,0.01,0.0,1591.03,10.68,10.39,1765.14,3.17,1.6923076923076923,13.25,1.0002550037400548,0.9950543342634814,1.0,nan,1.025604166800962,7.12,6.973154362416108,1.0002493341644472,1.6256410256410256
7.0,55.0,0.26,0.22,0.0,nan,0.17,0.03,0.03,0.27,0.0,7.0,55.0,0.25,0.22,0.0,nan,0.16,0.03,0.03,0.27,0.0,1.0,1.0,0.9615384615384615,1.0,nan,nan,0.9411764705882353,1.0,1.0,1.0,nan
22.0,1.0,1778.72,1551.67,0.01,0.0,1436.11,226.98,219.62,1778.74,2.12,25.0,1.0,1780.15,1486.64,0.01,0.0,1380.53,293.51,283.95,1780.17,2.01,1.1363636363636365,1.0,1.0008039489070792,0.9580903155954552,1.0,nan,0.961298229244278,1.293109525068288,1.2929150350605592,1.0008039398675468,0.9481132075471697
22.0,52.0,24.78,19.54,0.11,nan,18.25,5.08,5.07,24.83,0.01,22.0,50.0,24.64,19.36,0.11,nan,18.13,5.13,5.11,24.68,0.01,1.0,0.9615384615384616,0.9943502824858756,0.9907881269191402,1.0,nan,0.9934246575342465,1.0098425196850394,1.0078895463510849,0.9939589206604914,1.0
9.0,37.0,1793.43,1786.48,0.06,0.0,1709.66,6.88,6.86,1793.47,0.57,11.0,37.0,1794.09,1787.45,0.06,0.0,1710.76,6.55,6.53,1794.13,0.62,1.2222222222222223,1.0,1.0003680099028118,1.0005429671756751,1.0,nan,1.0006434027818396,0.9520348837209303,0.9518950437317785,1.0003680016950383,1.087719298245614
11.0,nan,1796.53,1771.98,0.07,nan,1728.58,24.42,24.32,1796.58,0.29,11.0,nan,1796.74,1772.18,0.07,nan,1729.18,24.43,24.33,1796.78,0.28,1.0,nan,1.000116892008483,1.000112868091062,1.0,nan,1.0003471057168312,1.0004095004095004,1.0004111842105263,1.000111322624097,0.9655172413793105
5.0,3.0,1.0,0.75,0.13,nan,0.67,0.13,0.13,1.08,0.0,5.0,3.0,1.0,0.75,0.13,nan,0.67,0.12,0.12,1.08,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,0.923076923076923,0.923076923076923,1.0,nan
12.0,nan,19.82,19.25,0.03,nan,18.25,0.52,0.51,19.85,0.01,12.0,nan,23.75,23.19,0.03,nan,21.9,0.51,0.51,23.77,0.01,1.0,nan,1.198284561049445,1.2046753246753248,1.0,nan,1.2,0.9807692307692307,1.0,1.1974811083123424,1.0
13.0,nan,145.51,142.64,0.08,nan,139.7,2.75,2.74,145.55,0.04,13.0,nan,143.8,141.59,0.08,nan,139.02,2.09,2.09,143.84,0.04,1.0,nan,0.9882482303621746,0.992638810992709,1.0,nan,0.9951324266284898,0.7599999999999999,0.7627737226277371,0.9882514599793885,1.0
9.0,nan,66.35,64.07,0.15,nan,60.86,2.09,2.09,66.42,0.01,9.0,nan,66.27,64.0,0.16,nan,60.81,2.09,2.08,66.34,0.01,1.0,nan,0.9987942727957799,0.998907444982051,1.0666666666666667,nan,0.9991784423266514,1.0,0.9952153110047848,0.9987955435109906,1.0
18.0,153.0,9.25,6.92,0.08,0.0,6.18,2.26,2.24,9.29,0.02,21.0,165.0,9.24,7.0,0.07,0.0,6.23,2.17,2.16,9.28,0.02,1.1666666666666667,1.0784313725490196,0.9989189189189189,1.0115606936416186,0.8750000000000001,nan,1.0080906148867315,0.9601769911504425,0.9642857142857143,0.9989235737351991,1.0
3.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,3.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
25.0,469.0,1785.66,1616.95,0.05,0.0,1356.68,168.66,165.88,1785.69,3.29,28.0,402.0,1787.91,1470.95,0.05,0.01,1229.33,316.91,310.82,1787.94,3.08,1.12,0.8571428571428571,1.0012600383051644,0.909706546275395,1.0,nan,0.9061311436742635,1.8789873117514528,1.873764166867615,1.0012600171362331,0.9361702127659575
5.0,nan,0.02,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,5.0,nan,0.02,0.02,0.0,nan,0.01,0.0,0.0,0.03,0.0,1.0,nan,1.0,2.0,nan,nan,1.0,nan,nan,1.0,nan
30.0,387.0,31.33,21.15,0.09,0.0,19.16,10.1,10.02,31.37,0.12,24.0,243.0,15.76,11.67,0.08,0.0,10.53,4.01,3.98,15.8,0.04,0.8,0.627906976744186,0.5030322374720715,0.5517730496453901,0.888888888888889,nan,0.5495824634655532,0.39702970297029705,0.3972055888223553,0.5036659228562321,0.33333333333333337
14.0,35.0,1794.2,1730.23,0.06,0.0,1660.2,63.89,63.06,1794.24,0.79,12.0,34.0,1794.2,1777.52,0.06,0.0,1707.53,16.62,16.5,1794.24,0.77,0.8571428571428571,0.9714285714285714,1.0,1.027331626431168,1.0,nan,1.0285086134200698,0.2601346063546721,0.26165556612749763,1.0,0.9746835443037974
4.0,nan,0.02,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,4.0,nan,0.02,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,1.0,nan,1.0,1.0,nan,nan,1.0,nan,nan,1.0,nan
4.0,nan,0.01,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,4.0,nan,0.01,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,1.0,nan,1.0,1.0,nan,nan,1.0,nan,nan,1.0,nan
20.0,59.0,22.92,17.62,0.1,nan,16.52,5.17,5.16,22.97,0.01,20.0,63.0,23.04,17.74,0.1,nan,16.65,5.18,5.17,23.09,0.01,1.0,1.0677966101694916,1.0052356020942408,1.006810442678774,1.0,nan,1.007869249394673,1.001934235976789,1.001937984496124,1.005224205485416,1.0
23.0,55.0,22.97,18.99,0.11,nan,17.83,3.84,3.83,23.02,0.01,23.0,56.0,22.22,18.2,0.11,nan,17.13,3.87,3.86,22.27,0.01,1.0,1.018181818181818,0.9673487157161516,0.9583991574512902,1.0,nan,0.9607403252944476,1.0078125,1.0078328981723237,0.9674196350999131,1.0
27.0,96.0,64.71,43.49,0.16,0.0,36.05,21.06,21.04,64.79,0.02,31.0,75.0,1797.72,1772.03,0.15,0.0,1717.24,25.36,25.34,1797.8,0.27,1.1481481481481481,0.78125,27.781177561427914,40.7456886640607,0.9375,nan,47.63495145631068,1.204178537511871,1.2043726235741445,27.748109276122854,13.5
14.0,135.0,1786.05,1729.29,0.04,0.0,1462.82,56.63,56.02,1786.08,1.38,19.0,173.0,1788.08,1645.48,0.04,0.0,1420.02,142.45,140.25,1788.11,1.48,1.3571428571428572,1.2814814814814814,1.0011365863217714,0.9515350230441395,1.0,nan,0.970741444606992,2.515451174289246,2.503570153516601,1.001136567231031,1.0724637681159421
4.0,nan,0.02,0.01,0.01,nan,0.01,0.0,0.0,0.03,0.0,4.0,nan,0.02,0.01,0.0,nan,0.01,0.0,0.0,0.03,0.0,1.0,nan,1.0,1.0,0.0,nan,1.0,nan,nan,1.0,nan
10.0,nan,1799.15,1785.75,0.19,nan,1766.49,13.12,13.09,1799.25,0.14,10.0,nan,1799.0,1786.41,0.2,nan,1766.71,12.28,12.27,1799.09,0.14,1.0,nan,0.9999166272962232,1.000369592608148,1.0526315789473684,nan,1.0001245407559625,0.9359756097560976,0.9373567608861726,0.9999110740586356,1.0
5.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.01,0.0,nan,0.01,0.0,0.0,0.02,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan
9.0,nan,2.95,2.52,0.1,nan,2.37,0.3,0.3,3.0,0.0,9.0,nan,2.98,2.53,0.11,nan,2.39,0.31,0.3,3.03,0.0,1.0,nan,1.0101694915254236,1.003968253968254,1.0999999999999999,nan,1.0084388185654007,1.0333333333333334,1.0,1.01,nan
12.0,nan,1797.87,1773.53,0.07,nan,1714.22,24.24,24.2,1797.92,0.28,12.0,nan,1797.92,1753.54,0.07,nan,1701.99,44.28,44.18,1797.96,0.24,1.0,nan,1.000027810687091,0.9887286936223239,1.0,nan,0.9928655598464607,1.8267326732673268,1.8256198347107437,1.0000222479309424,0.857142857142857
8.0,nan,1798.86,1795.85,0.2,nan,1754.08,1.53,1.53,1798.96,0.1,8.0,nan,1791.32,1788.38,0.19,nan,1746.67,1.52,1.52,1791.41,0.1,1.0,nan,0.9958084564668734,0.9958404098337835,0.95,nan,0.9957755632582324,0.9934640522875817,0.9934640522875817,0.9958031306977365,1.0
2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
35.0,298.0,351.58,269.71,0.16,nan,256.49,81.6,81.5,351.63,0.11,34.0,308.0,372.11,277.15,0.16,nan,263.73,94.7,94.6,372.17,0.12,0.9714285714285714,1.0335570469798658,1.058393537743899,1.0275851840866115,1.0,nan,1.0282272213341652,1.1605392156862746,1.1607361963190184,1.0584136734635838,1.0909090909090908
22.0,1064.0,962.35,931.69,0.13,0.01,840.94,30.52,29.85,962.4,10.8,32.0,3827.0,1207.31,1094.41,0.15,0.03,997.34,112.76,107.41,1207.35,22.58,1.4545454545454546,3.5968045112781954,1.254543565230945,1.1746503665382262,1.1538461538461537,3.0,1.1859823530810758,3.6946264744429884,3.598324958123953,1.2545199501246882,2.0907407407407406
21.0,nan,1790.6,1780.86,0.05,nan,1680.93,9.54,9.5,1790.63,0.96,22.0,nan,1791.18,1755.82,0.05,nan,1660.92,35.22,34.9,1791.2,1.0,1.0476190476190477,nan,1.0003239137719202,0.9859393776040789,1.0,nan,0.9880958754974924,3.6918238993710695,3.6736842105263157,1.0003183237184679,1.0416666666666667
3.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.01,0.0,3.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
14.0,145.0,9.84,8.73,0.07,0.0,7.84,1.03,1.01,9.88,0.02,15.0,105.0,21.73,20.01,0.08,0.0,18.06,1.63,1.61,21.77,0.05,1.0714285714285714,0.7241379310344828,2.2083333333333335,2.2920962199312713,1.1428571428571428,nan,2.3035714285714284,1.5825242718446602,1.5940594059405941,2.2034412955465585,2.5
